
	Screening and Risk Factors Report for United States by County
(2008-2010 County Level Modeled Estimate Combining BRFSS & NHIS)

Ever Smoked
"All Races (includes Hispanic), Both Sexes, Ages 18+"
Healthy People 2020 Objective Number: n/a

Sorted by Percent

County, FIPS,Met Objective?(1),"Model-Based Percent(3)","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Nassau County, Florida",12089,n/a,46.6 ,38.0, 55.1
"Pasquotank County, North Carolina",37139,n/a,46.6 ,37.3, 55.8
"Payette County, Idaho",16075,n/a,46.6 ,38.0, 55.2
"Polk County, Georgia",13233,n/a,46.6 ,36.8, 56.3
"Richland County, Wisconsin",55103,n/a,46.6 ,37.4, 55.8
"Scurry County, Texas",48415,n/a,46.6 ,36.4, 56.7
"Seminole County, Georgia",13253,n/a,46.6 ,36.8, 56.3
"Tioga County, New York",36107,n/a,46.6 ,37.9, 55.3
"Ulster County, New York",36111,n/a,46.6 ,40.0, 53.1
"Volusia County, Florida",12127,n/a,46.6 ,39.1, 54.1
"Ward County, Texas",48475,n/a,46.6 ,36.4, 56.8
"Clarke County, Mississippi",28023,n/a,46.5 ,36.4, 56.6
"Dale County, Alabama",01045,n/a,46.5 ,37.6, 55.4
"Elbert County, Georgia",13105,n/a,46.5 ,37.0, 55.9
"Escambia County, Florida",12033,n/a,46.5 ,38.7, 54.2
"Hunt County, Texas",48231,n/a,46.5 ,37.9, 55.0
"Monroe County, Mississippi",28095,n/a,46.5 ,37.7, 55.3
"Park County, Montana",30067,n/a,46.5 ,36.1, 56.8
"Sebastian County, Arkansas",05131,n/a,46.5 ,37.8, 55.2
"Tehama County, California",06103,n/a,46.5 ,39.7, 53.2
"Wallace County, Kansas",20199,n/a,46.5 ,33.3, 59.7
"Wheeler County, Georgia",13309,n/a,46.5 ,33.0, 60.1
"Yavapai County, Arizona",04025,n/a,46.5 ,39.5, 53.4
"Appanoose County, Iowa",19007,n/a,46.4 ,36.3, 56.5
"Calaveras County, California",06009,n/a,46.4 ,37.0, 55.7
"Delaware County, Indiana",18035,n/a,46.4 ,37.8, 55.0
"Delta County, Colorado",08029,n/a,46.4 ,37.9, 54.9
"Emanuel County, Georgia",13107,n/a,46.4 ,37.3, 55.5
"Gilpin County, Colorado",08047,n/a,46.4 ,33.1, 59.6
"Granville County, North Carolina",37077,n/a,46.4 ,37.5, 55.3
"Humboldt County, California",06023,n/a,46.4 ,37.7, 55.1
"Idaho County, Idaho",16049,n/a,46.4 ,36.9, 55.8
"Kosciusko County, Indiana",18085,n/a,46.4 ,38.1, 54.6
"Livingston Parish, Louisiana",22063,n/a,46.4 ,37.2, 55.5
"Pointe Coupee Parish, Louisiana",22077,n/a,46.4 ,36.0, 56.9
"Rio Blanco County, Colorado",08103,n/a,46.4 ,36.1, 56.8
"San Augustine County, Texas",48405,n/a,46.4 ,36.1, 56.7
"Scott County, Missouri",29201,n/a,46.4 ,37.6, 55.3
"Stark County, North Dakota",38089,n/a,46.4 ,37.4, 55.3
"Watauga County, North Carolina",37189,n/a,46.4 ,36.3, 56.4
"Baldwin County, Georgia",13009,n/a,46.3 ,36.6, 56.0
"Bay County, Florida",12005,n/a,46.3 ,37.9, 54.7
"Calhoun County, Alabama",01015,n/a,46.3 ,37.9, 54.7
"Faribault County, Minnesota",27043,n/a,46.3 ,36.6, 55.9
"Floyd County, Kentucky",21071,n/a,46.3 ,36.5, 56.1
"Franklin County, Iowa",19069,n/a,46.3 ,37.3, 55.2
"Greene County, Missouri",29077,n/a,46.3 ,37.9, 54.7
"Houston County, Minnesota",27055,n/a,46.3 ,36.8, 55.8
"Howard County, Arkansas",05061,n/a,46.3 ,36.1, 56.6
"Iredell County, North Carolina",37097,n/a,46.3 ,38.0, 54.6
"Kandiyohi County, Minnesota",27067,n/a,46.3 ,37.5, 55.1
"Murray County, Minnesota",27101,n/a,46.3 ,35.7, 56.9
"Phillips County, Colorado",08095,n/a,46.3 ,35.6, 56.9
"Richmond County, Georgia",13245,n/a,46.3 ,39.0, 53.5
"Beltrami County, Minnesota",27007,n/a,46.2 ,37.7, 54.7
"Clay County, Mississippi",28025,n/a,46.2 ,36.5, 55.8
"Crook County, Oregon",41013,n/a,46.2 ,36.8, 55.7
"Frederick County, Virginia",51069,n/a,46.2 ,37.4, 54.9
"Graham County, Kansas",20065,n/a,46.2 ,34.8, 57.6
"Hart County, Georgia",13147,n/a,46.2 ,36.8, 55.7
"Hubbard County, Minnesota",27057,n/a,46.2 ,37.3, 55.0
"Jackson County, Wisconsin",55053,n/a,46.2 ,36.9, 55.5
"Lake County, Florida",12069,n/a,46.2 ,38.0, 54.3
"Marshall County, Mississippi",28093,n/a,46.2 ,37.5, 54.8
"Mower County, Minnesota",27099,n/a,46.2 ,37.5, 54.9
"Newaygo County, Michigan",26123,n/a,46.2 ,37.5, 55.0
"Oldham County, Kentucky",21185,n/a,46.2 ,36.8, 55.6
"Oldham County, Texas",48359,n/a,46.2 ,33.1, 59.3
"Outagamie County, Wisconsin",55087,n/a,46.2 ,37.9, 54.4
"Pennington County, South Dakota",46103,n/a,46.2 ,39.1, 53.3
"Quitman County, Mississippi",28119,n/a,46.2 ,34.2, 58.2
"Rockdale County, Georgia",13247,n/a,46.2 ,37.1, 55.3
"Routt County, Colorado",08107,n/a,46.2 ,35.6, 56.8
"St. Joseph County, Michigan",26149,n/a,46.2 ,37.7, 54.7
"Tift County, Georgia",13277,n/a,46.2 ,37.3, 55.1
"Berkshire County, Massachusetts",25003,n/a,46.1 ,38.2, 53.9
"Charlotte County, Virginia",51037,n/a,46.1 ,36.3, 56.0
"Elmore County, Idaho",16039,n/a,46.1 ,35.6, 56.6
"Fisher County, Texas",48151,n/a,46.1 ,34.4, 57.8
"McCormick County, South Carolina",45065,n/a,46.1 ,36.0, 56.2
"Miller County, Arkansas",05091,n/a,46.1 ,36.7, 55.5
"Shelby County, Kentucky",21211,n/a,46.1 ,37.2, 55.0
"Spalding County, Georgia",13255,n/a,46.1 ,36.8, 55.4
"Twiggs County, Georgia",13289,n/a,46.1 ,35.0, 57.1
"Bibb County, Georgia",13021,n/a,46.0 ,38.4, 53.6
"Bleckley County, Georgia",13023,n/a,46.0 ,36.3, 55.7
"Brunswick County, Virginia",51025,n/a,46.0 ,36.4, 55.7
"Cherokee County, Oklahoma",40021,n/a,46.0 ,38.3, 53.8
"Cross County, Arkansas",05037,n/a,46.0 ,35.8, 56.2
"Douglas County, Minnesota",27041,n/a,46.0 ,38.1, 53.9
"Gillespie County, Texas",48171,n/a,46.0 ,36.0, 56.0
"Hancock County, Iowa",19081,n/a,46.0 ,36.5, 55.5
"Hart County, Kentucky",21099,n/a,46.0 ,36.4, 55.6
"Lawrence County, Pennsylvania",42073,n/a,46.0 ,37.3, 54.6
"Muscogee County, Georgia",13215,n/a,46.0 ,37.3, 54.6
"Peach County, Georgia",13225,n/a,46.0 ,36.4, 55.6
"Potter County, Texas",48375,n/a,46.0 ,37.9, 54.2
"Sussex County, Virginia",51183,n/a,46.0 ,35.2, 56.9
"Union County, Arkansas",05139,n/a,46.0 ,37.0, 55.0
"Warren County, Missouri",29219,n/a,46.0 ,36.5, 55.4
"Waynesboro City, Virginia",51820,n/a,46.0 ,35.8, 56.3
"Wilkes County, Georgia",13317,n/a,46.0 ,35.9, 56.0
"Bath County, Virginia",51017,n/a,45.9 ,34.9, 56.9
"Beaver County, Pennsylvania",42007,n/a,45.9 ,37.9, 54.0
"Coryell County, Texas",48099,n/a,45.9 ,35.2, 56.6
"Dakota County, Nebraska",31043,n/a,45.9 ,36.0, 55.7
"Grimes County, Texas",48185,n/a,45.9 ,36.6, 55.2
"Henderson County, North Carolina",37089,n/a,45.9 ,37.7, 54.0
"Meade County, Kansas",20119,n/a,45.9 ,34.9, 56.9
"Morgan County, Alabama",01103,n/a,45.9 ,38.4, 53.4
"Nemaha County, Kansas",20131,n/a,45.9 ,35.5, 56.2
"Nolan County, Texas",48353,n/a,45.9 ,35.5, 56.3
"Prince George County, Virginia",51149,n/a,45.9 ,35.4, 56.3
"Seneca County, Ohio",39147,n/a,45.9 ,36.7, 55.0
"Thomas County, Kansas",20193,n/a,45.9 ,34.7, 57.0
"Wagoner County, Oklahoma",40145,n/a,45.9 ,36.8, 54.9
"Warren County, Mississippi",28149,n/a,45.9 ,37.2, 54.6
"Winnebago County, Iowa",19189,n/a,45.9 ,35.8, 56.1
"Yamhill County, Oregon",41071,n/a,45.9 ,37.9, 53.8
"Atoka County, Oklahoma",40005,n/a,45.8 ,34.3, 57.3
"Berkeley County, West Virginia",54003,n/a,45.8 ,38.5, 53.0
"Carbon County, Wyoming",56007,n/a,45.8 ,35.8, 55.7
"Chisago County, Minnesota",27025,n/a,45.8 ,37.4, 54.2
"Clay County, Florida",12019,n/a,45.8 ,38.1, 53.5
"Crawford County, Arkansas",05033,n/a,45.8 ,36.8, 54.8
"De Soto Parish, Louisiana",22031,n/a,45.8 ,36.4, 55.2
"Gadsden County, Florida",12039,n/a,45.8 ,36.2, 55.5
"Jackson Parish, Louisiana",22049,n/a,45.8 ,35.9, 55.8
"Jenkins County, Georgia",13165,n/a,45.8 ,34.8, 56.9
"Jones County, Iowa",19105,n/a,45.8 ,36.4, 55.2
"Laurens County, South Carolina",45059,n/a,45.8 ,37.4, 54.1
"Manassas City, Virginia",51683,n/a,45.8 ,35.6, 56.1
"Marathon County, Wisconsin",55073,n/a,45.8 ,39.4, 52.1
"Monroe County, Alabama",01099,n/a,45.8 ,36.5, 55.1
"Nassau County, New York",36059,n/a,45.8 ,39.0, 52.5
"Niagara County, New York",36063,n/a,45.8 ,38.0, 53.5
"Saline County, Kansas",20169,n/a,45.8 ,37.2, 54.4
"San Jacinto County, Texas",48407,n/a,45.8 ,35.5, 56.0
"Taylor County, Texas",48441,n/a,45.8 ,39.1, 52.5
"Valencia County, New Mexico",35061,n/a,45.8 ,35.8, 55.8
"Wayne County, Nebraska",31179,n/a,45.8 ,35.2, 56.5
"Woodward County, Oklahoma",40153,n/a,45.8 ,36.8, 54.9
"Calvert County, Maryland",24009,n/a,45.7 ,37.9, 53.6
"Caswell County, North Carolina",37033,n/a,45.7 ,36.0, 55.3
"Grand Forks County, North Dakota",38035,n/a,45.7 ,36.0, 55.4
"Hamilton County, Florida",12047,n/a,45.7 ,36.4, 55.0
"Hamilton County, Tennessee",47065,n/a,45.7 ,37.1, 54.2
"Jefferson County, Kentucky",21111,n/a,45.7 ,39.8, 51.7
"Lampasas County, Texas",48281,n/a,45.7 ,35.9, 55.5
"Lenoir County, North Carolina",37107,n/a,45.7 ,38.1, 53.3
"Leon County, Texas",48289,n/a,45.7 ,35.4, 55.9
"Meeker County, Minnesota",27093,n/a,45.7 ,36.8, 54.5
"Oconto County, Wisconsin",55083,n/a,45.7 ,36.7, 54.7
"Plaquemines Parish, Louisiana",22075,n/a,45.7 ,35.3, 56.1
"Reeves County, Texas",48389,n/a,45.7 ,33.4, 58.0
"Union County, Pennsylvania",42119,n/a,45.7 ,36.6, 54.8
"Williamsburg City, Virginia",51830,n/a,45.7 ,31.5, 59.9
"Butler County, Ohio",39017,n/a,45.6 ,39.0, 52.3
"Cabarrus County, North Carolina",37025,n/a,45.6 ,38.2, 53.1
"Chickasaw County, Iowa",19037,n/a,45.6 ,36.0, 55.3
"Cole County, Missouri",29051,n/a,45.6 ,36.8, 54.3
"Hampton City, Virginia",51650,n/a,45.6 ,37.3, 53.9
"Hampton County, South Carolina",45049,n/a,45.6 ,36.8, 54.4
"Hardeman County, Tennessee",47069,n/a,45.6 ,35.9, 55.4
"Kershaw County, South Carolina",45055,n/a,45.6 ,37.3, 53.9
"Lincoln County, New Mexico",35027,n/a,45.6 ,36.3, 54.8
"Montgomery County, Tennessee",47125,n/a,45.6 ,38.7, 52.6
"Orleans Parish, Louisiana",22071,n/a,45.6 ,37.7, 53.5
"Alfalfa County, Oklahoma",40003,n/a,45.5 ,34.8, 56.1
"Ben Hill County, Georgia",13017,n/a,45.5 ,36.0, 55.0
"Chicot County, Arkansas",05017,n/a,45.5 ,35.1, 55.9
"Dodge County, Georgia",13091,n/a,45.5 ,36.0, 54.9
"Fairfield County, South Carolina",45039,n/a,45.5 ,36.4, 54.7
"Franklin County, New York",36033,n/a,45.5 ,36.6, 54.4
"Fremont County, Iowa",19071,n/a,45.5 ,35.4, 55.6
"Greensville County, Virginia",51081,n/a,45.5 ,33.9, 57.1
"Isle of Wight County, Virginia",51093,n/a,45.5 ,35.9, 55.1
"Martin County, Texas",48317,n/a,45.5 ,33.6, 57.3
"Morgan County, Georgia",13211,n/a,45.5 ,35.9, 55.2
"Newton County, Mississippi",28101,n/a,45.5 ,35.8, 55.2
"Oneida County, Idaho",16071,n/a,45.5 ,34.8, 56.1
"Ottawa County, Michigan",26139,n/a,45.5 ,38.0, 53.1
"Paulding County, Georgia",13223,n/a,45.5 ,36.4, 54.6
"Pemiscot County, Missouri",29155,n/a,45.5 ,35.7, 55.3
"Richland Parish, Louisiana",22083,n/a,45.5 ,35.4, 55.6
"San Miguel County, New Mexico",35047,n/a,45.5 ,35.9, 55.0
"Tillman County, Oklahoma",40141,n/a,45.5 ,35.1, 55.9
"Twin Falls County, Idaho",16083,n/a,45.5 ,36.9, 54.0
"Tyler County, Texas",48457,n/a,45.5 ,35.9, 55.0
"Brookings County, South Dakota",46011,n/a,45.4 ,34.7, 56.2
"Brooks County, Texas",48047,n/a,45.4 ,31.5, 59.2
"Burlington County, New Jersey",34005,n/a,45.4 ,38.9, 51.8
"Clarke County, Alabama",01025,n/a,45.4 ,35.5, 55.4
"Cleveland County, North Carolina",37045,n/a,45.4 ,36.5, 54.2
"Geary County, Kansas",20061,n/a,45.4 ,34.2, 56.5
"Lexington County, South Carolina",45063,n/a,45.4 ,38.2, 52.7
"Marshall County, Kansas",20117,n/a,45.4 ,35.8, 55.0
"McLeod County, Minnesota",27085,n/a,45.4 ,36.5, 54.2
"Polk County, Nebraska",31143,n/a,45.4 ,35.1, 55.8
"Randolph County, North Carolina",37151,n/a,45.4 ,36.7, 54.1
"Sherburne County, Minnesota",27141,n/a,45.4 ,36.9, 54.0
"Thurston County, Washington",53067,n/a,45.4 ,36.6, 54.2
"Allegany County, New York",36003,n/a,45.3 ,36.3, 54.3
"Allen County, Indiana",18003,n/a,45.3 ,38.4, 52.1
"Amelia County, Virginia",51007,n/a,45.3 ,35.9, 54.6
"Calhoun County, Arkansas",05013,n/a,45.3 ,34.0, 56.6
"Candler County, Georgia",13043,n/a,45.3 ,35.2, 55.4
"Colleton County, South Carolina",45029,n/a,45.3 ,36.9, 53.7
"Covington County, Mississippi",28031,n/a,45.3 ,35.7, 54.9
"Cuyahoga County, Ohio",39035,n/a,45.3 ,40.7, 49.9
"Eaton County, Michigan",26045,n/a,45.3 ,37.6, 53.1
"Knott County, Kentucky",21119,n/a,45.3 ,35.4, 55.2
"Panola County, Mississippi",28107,n/a,45.3 ,36.3, 54.3
"Putnam County, Florida",12107,n/a,45.3 ,36.9, 53.7
"St. Martin Parish, Louisiana",22099,n/a,45.3 ,36.7, 53.8
"Toombs County, Georgia",13279,n/a,45.3 ,35.7, 55.0
"Valley County, Nebraska",31175,n/a,45.3 ,37.0, 53.5
"Acadia Parish, Louisiana",22001,n/a,45.2 ,36.3, 54.1
"Adams County, Mississippi",28001,n/a,45.2 ,36.4, 54.0
"East Baton Rouge Parish, Louisiana",22033,n/a,45.2 ,37.8, 52.7
"Hall County, Nebraska",31079,n/a,45.2 ,36.5, 54.0
"Hansford County, Texas",48195,n/a,45.2 ,32.0, 58.5
"Hardeman County, Texas",48197,n/a,45.2 ,31.8, 58.7
"Houston County, Alabama",01069,n/a,45.2 ,36.1, 54.3
"Johnson County, Missouri",29101,n/a,45.2 ,36.3, 54.1
"Lincoln County, Wyoming",56023,n/a,45.2 ,35.2, 55.3
"Mercer County, Pennsylvania",42085,n/a,45.2 ,38.6, 51.8
"San Juan County, New Mexico",35045,n/a,45.2 ,37.2, 53.2
"Walworth County, Wisconsin",55127,n/a,45.2 ,37.0, 53.5
"Winkler County, Texas",48495,n/a,45.2 ,32.5, 58.0
"Cheyenne County, Colorado",08017,n/a,45.1 ,29.9, 60.3
"Dodge County, Minnesota",27039,n/a,45.1 ,35.5, 54.7
"Fairfield County, Ohio",39045,n/a,45.1 ,37.2, 53.0
"Guilford County, North Carolina",37081,n/a,45.1 ,38.6, 51.7
"Hayes County, Nebraska",31085,n/a,45.1 ,30.4, 59.7
"Jefferson County, Iowa",19101,n/a,45.1 ,34.4, 55.8
"Jim Wells County, Texas",48249,n/a,45.1 ,35.5, 54.7
"Klickitat County, Washington",53039,n/a,45.1 ,36.1, 54.0
"McKenzie County, North Dakota",38053,n/a,45.1 ,35.1, 55.1
"Midland County, Michigan",26111,n/a,45.1 ,36.8, 53.4
"Nash County, North Carolina",37127,n/a,45.1 ,36.3, 53.9
"Oneida County, New York",36065,n/a,45.1 ,37.5, 52.8
"Pickens County, South Carolina",45077,n/a,45.1 ,36.7, 53.4
"Pittsylvania County, Virginia",51143,n/a,45.1 ,36.3, 54.0
"Pottawatomie County, Kansas",20149,n/a,45.1 ,35.7, 54.5
"Red River Parish, Louisiana",22081,n/a,45.1 ,34.5, 55.8
"Stearns County, Minnesota",27145,n/a,45.1 ,36.5, 53.7
"Surry County, Virginia",51181,n/a,45.1 ,33.3, 56.8
"Tom Green County, Texas",48451,n/a,45.1 ,36.0, 54.2
"Washington County, Idaho",16087,n/a,45.1 ,35.1, 55.1
"Atchison County, Kansas",20005,n/a,45.0 ,35.6, 54.4
"Beaver County, Utah",49001,n/a,45.0 ,34.0, 56.0
"Brown County, Nebraska",31017,n/a,45.0 ,34.3, 55.7
"Cherokee County, Texas",48073,n/a,45.0 ,36.1, 53.9
"Comanche County, Oklahoma",40031,n/a,45.0 ,37.2, 52.8
"Darlington County, South Carolina",45031,n/a,45.0 ,36.5, 53.5
"Franklin County, Nebraska",31061,n/a,45.0 ,34.8, 55.2
"Franklin County, Pennsylvania",42055,n/a,45.0 ,36.6, 53.4
"Kanabec County, Minnesota",27065,n/a,45.0 ,35.2, 54.7
"King William County, Virginia",51101,n/a,45.0 ,35.1, 55.0
"Ouray County, Colorado",08091,n/a,45.0 ,34.2, 55.8
"Pueblo County, Colorado",08101,n/a,45.0 ,36.7, 53.3
"St. Charles County, Missouri",29183,n/a,45.0 ,37.6, 52.4
"Throckmorton County, Texas",48447,n/a,45.0 ,31.6, 58.4
"Vermilion Parish, Louisiana",22113,n/a,45.0 ,36.3, 53.6
"Wilbarger County, Texas",48487,n/a,45.0 ,35.0, 54.9
"Winona County, Minnesota",27169,n/a,45.0 ,35.6, 54.3
"Butler County, Nebraska",31023,n/a,44.9 ,35.1, 54.7
"Camp County, Texas",48063,n/a,44.9 ,35.0, 54.7
"Canadian County, Oklahoma",40017,n/a,44.9 ,36.5, 53.2
"Craighead County, Arkansas",05031,n/a,44.9 ,36.2, 53.5
"Iberia Parish, Louisiana",22045,n/a,44.9 ,37.4, 52.4
"Kemper County, Mississippi",28069,n/a,44.9 ,34.1, 55.7
"Kenton County, Kentucky",21117,n/a,44.9 ,37.2, 52.5
"Kittitas County, Washington",53037,n/a,44.9 ,34.8, 54.9
"Le Sueur County, Minnesota",27079,n/a,44.9 ,33.3, 56.5
"McLennan County, Texas",48309,n/a,44.9 ,38.0, 51.8
"Monongalia County, West Virginia",54061,n/a,44.9 ,34.9, 54.8
"Napa County, California",06055,n/a,44.9 ,36.1, 53.7
"Scott County, Kentucky",21209,n/a,44.9 ,36.0, 53.8
"Skagit County, Washington",53057,n/a,44.9 ,36.7, 53.1
"Spokane County, Washington",53063,n/a,44.9 ,38.6, 51.3
"Turner County, Georgia",13287,n/a,44.9 ,34.5, 55.3
"Umatilla County, Oregon",41059,n/a,44.9 ,36.1, 53.6
"Washington County, Kansas",20201,n/a,44.9 ,34.9, 54.9
"Watonwan County, Minnesota",27165,n/a,44.9 ,35.0, 54.9
"West Feliciana Parish, Louisiana",22125,n/a,44.9 ,33.6, 56.3
"Black Hawk County, Iowa",19013,n/a,44.8 ,36.3, 53.3
"Columbia County, Georgia",13073,n/a,44.8 ,36.3, 53.3
"Custer County, Oklahoma",40039,n/a,44.8 ,34.9, 54.7
"Hickman County, Kentucky",21105,n/a,44.8 ,35.0, 54.7
"Kent County, Maryland",24029,n/a,44.8 ,35.7, 53.8
"Minnehaha County, South Dakota",46099,n/a,44.8 ,36.0, 53.6
"Missoula County, Montana",30063,n/a,44.8 ,35.4, 54.1
"Natchitoches Parish, Louisiana",22069,n/a,44.8 ,35.2, 54.4
"Pinellas County, Florida",12103,n/a,44.8 ,38.5, 51.1
"Southampton County, Virginia",51175,n/a,44.8 ,35.0, 54.6
"Union County, South Carolina",45087,n/a,44.8 ,35.2, 54.4
"Walton County, Georgia",13297,n/a,44.8 ,36.3, 53.3
"Wichita County, Kansas",20203,n/a,44.8 ,32.6, 57.0
"Bedford City and County, Virginia",51917,n/a,44.7 ,31.4, 58.1
"Ferry County, Washington",53019,n/a,44.7 ,32.6, 56.7
"Gordon County, Georgia",13129,n/a,44.7 ,35.6, 53.9
"Jasper County, South Carolina",45053,n/a,44.7 ,35.7, 53.7
"Louisa County, Virginia",51109,n/a,44.7 ,35.3, 54.0
"Mobile County, Alabama",01097,n/a,44.7 ,38.5, 50.8
"Terrebonne Parish, Louisiana",22109,n/a,44.7 ,36.1, 53.4
"Archuleta County, Colorado",08007,n/a,44.6 ,32.2, 56.9
"Bernalillo County, New Mexico",35001,n/a,44.6 ,39.0, 50.1
"Boundary County, Idaho",16021,n/a,44.6 ,34.7, 54.5
"DeSoto County, Mississippi",28033,n/a,44.6 ,36.8, 52.4
"Dooly County, Georgia",13093,n/a,44.6 ,33.9, 55.3
"Erath County, Texas",48143,n/a,44.6 ,34.9, 54.2
"Hardin County, Illinois",17069,n/a,44.6 ,31.0, 58.1
"Jefferson County, Wisconsin",55055,n/a,44.6 ,36.2, 53.0
"Jefferson Davis Parish, Louisiana",22053,n/a,44.6 ,35.9, 53.3
"Madison County, Tennessee",47113,n/a,44.6 ,35.8, 53.3
"Mississippi County, Arkansas",05093,n/a,44.6 ,37.0, 52.2
"Putnam County, New York",36079,n/a,44.6 ,36.6, 52.6
"Robeson County, North Carolina",37155,n/a,44.6 ,36.1, 53.1
"Sussex County, Delaware",10005,n/a,44.6 ,37.0, 52.2
"Benson County, North Dakota",38005,n/a,44.5 ,33.2, 55.8
"Boone County, Illinois",17007,n/a,44.5 ,35.1, 53.8
"Bullock County, Alabama",01011,n/a,44.5 ,33.8, 55.1
"Butte County, California",06007,n/a,44.5 ,38.4, 50.6
"Deschutes County, Oregon",41017,n/a,44.5 ,36.3, 52.8
"Elkhart County, Indiana",18039,n/a,44.5 ,38.2, 50.8
"Garfield County, Colorado",08045,n/a,44.5 ,35.4, 53.7
"Hampshire County, Massachusetts",25015,n/a,44.5 ,36.3, 52.7
"Harmon County, Oklahoma",40057,n/a,44.5 ,33.2, 55.8
"Holmes County, Mississippi",28051,n/a,44.5 ,33.1, 55.9
"Kent County, Michigan",26081,n/a,44.5 ,38.4, 50.6
"LaFourche Parish, Louisiana",22057,n/a,44.5 ,35.7, 53.2
"Malheur County, Oregon",41045,n/a,44.5 ,35.3, 53.6
"Medina County, Texas",48325,n/a,44.5 ,35.1, 53.9
"Mercer County, West Virginia",54055,n/a,44.5 ,36.6, 52.5
"New Hanover County, North Carolina",37129,n/a,44.5 ,35.8, 53.1
"New Kent County, Virginia",51127,n/a,44.5 ,34.2, 54.8
"Troup County, Georgia",13285,n/a,44.5 ,35.2, 53.8
"Walthall County, Mississippi",28147,n/a,44.5 ,34.8, 54.1
"Warren County, North Carolina",37185,n/a,44.5 ,34.8, 54.3
"Brunswick County, North Carolina",37019,n/a,44.4 ,35.9, 52.9
"Campbell County, Virginia",51031,n/a,44.4 ,35.3, 53.6
"Ellsworth County, Kansas",20053,n/a,44.4 ,34.1, 54.6
"Franklin County, Vermont",50011,n/a,44.4 ,36.5, 52.4
"Geauga County, Ohio",39055,n/a,44.4 ,35.5, 53.2
"Halifax County, North Carolina",37083,n/a,44.4 ,36.8, 52.0
"Johnson County, Nebraska",31097,n/a,44.4 ,34.4, 54.5
"Kenosha County, Wisconsin",55059,n/a,44.4 ,36.3, 52.5
"Monroe County, Georgia",13207,n/a,44.4 ,35.9, 52.9
"Tangipahoa Parish, Louisiana",22105,n/a,44.4 ,35.6, 53.3
"York County, South Carolina",45091,n/a,44.4 ,36.5, 52.2
"York County, Virginia",51199,n/a,44.4 ,35.2, 53.5
"Bartow County, Georgia",13015,n/a,44.3 ,35.1, 53.6
"Bristol County, Massachusetts",25005,n/a,44.3 ,38.3, 50.4
"Crawford County, Iowa",19047,n/a,44.3 ,35.1, 53.6
"Dillon County, South Carolina",45033,n/a,44.3 ,35.2, 53.4
"Hampden County, Massachusetts",25013,n/a,44.3 ,38.1, 50.4
"Jefferson County, Washington",53031,n/a,44.3 ,36.4, 52.3
"Johnson County, Georgia",13167,n/a,44.3 ,33.2, 55.3
"Long County, Georgia",13183,n/a,44.3 ,33.2, 55.4
"Owyhee County, Idaho",16073,n/a,44.3 ,34.4, 54.2
"Thomas County, Georgia",13275,n/a,44.3 ,35.6, 53.1
"Valley County, Idaho",16085,n/a,44.3 ,33.9, 54.6
"Vance County, North Carolina",37181,n/a,44.3 ,36.0, 52.6
"Colquitt County, Georgia",13071,n/a,44.2 ,35.6, 52.8
"Del Norte County, California",06015,n/a,44.2 ,35.2, 53.3
"Fayette County, Kentucky",21067,n/a,44.2 ,36.8, 51.5
"Greene County, Georgia",13133,n/a,44.2 ,34.4, 54.0
"Jones County, Mississippi",28067,n/a,44.2 ,35.6, 52.8
"Richland County, North Dakota",38077,n/a,44.2 ,34.3, 54.0
"Saluda County, South Carolina",45081,n/a,44.2 ,34.5, 53.9
"St. James Parish, Louisiana",22093,n/a,44.2 ,34.4, 54.0
"Suffolk County, New York",36103,n/a,44.2 ,39.3, 49.1
"Vernon County, Wisconsin",55123,n/a,44.2 ,36.5, 51.9
"Williamson County, Tennessee",47187,n/a,44.2 ,36.6, 51.8
"Worcester County, Massachusetts",25027,n/a,44.2 ,38.9, 49.4
"Bremer County, Iowa",19017,n/a,44.1 ,34.7, 53.4
"Clark County, Washington",53011,n/a,44.1 ,37.3, 50.9
"Dolores County, Colorado",08033,n/a,44.1 ,32.2, 55.9
"Habersham County, Georgia",13137,n/a,44.1 ,36.1, 52.1
"Lafayette County, Arkansas",05073,n/a,44.1 ,33.8, 54.4
"Lancaster County, South Carolina",45057,n/a,44.1 ,35.2, 53.0
"Laurens County, Georgia",13175,n/a,44.1 ,37.0, 51.2
"Madison County, Mississippi",28089,n/a,44.1 ,36.0, 52.2
"Otero County, New Mexico",35035,n/a,44.1 ,36.5, 51.8
"Pierce County, Washington",53053,n/a,44.1 ,37.4, 50.7
"Rowan County, North Carolina",37159,n/a,44.1 ,36.3, 51.9
"Sullivan County, New York",36105,n/a,44.1 ,35.1, 53.0
"Sussex County, New Jersey",34037,n/a,44.1 ,35.8, 52.4
"Sweet Grass County, Montana",30097,n/a,44.1 ,32.9, 55.2
"Walla Walla County, Washington",53071,n/a,44.1 ,35.5, 52.7
"Caroline County, Maryland",24011,n/a,44.0 ,35.8, 52.2
"Craven County, North Carolina",37049,n/a,44.0 ,35.3, 52.6
"Fayette County, Georgia",13113,n/a,44.0 ,34.2, 53.9
"Juab County, Utah",49023,n/a,44.0 ,33.7, 54.2
"Lafayette County, Florida",12067,n/a,44.0 ,33.1, 54.9
"Lee County, Virginia",51105,n/a,44.0 ,35.1, 52.8
"Monroe County, Indiana",18105,n/a,44.0 ,33.7, 54.3
